;FECHA;DESDE;HASTA;LINEA;MOLINETE;ID_ESTACION;ESTACION;PAX_PAGOS;PAX_PASES_PAGOS;PAX_FREQ;TOTAL
103;1/9/2019;10:45:00;11:00:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;36;0;2;38
104;1/9/2019;10:45:00;11:00:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;27;0;2;29
105;1/9/2019;11:00:00;11:15:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;40;0;0;40
106;1/9/2019;11:00:00;11:15:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;17;0;0;17
107;1/9/2019;11:00:00;11:15:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;31;0;2;33
108;1/9/2019;11:00:00;11:15:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;12;0;1;13
109;1/9/2019;11:00:00;11:15:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;16;0;0;16
110;1/9/2019;11:15:00;11:30:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;12;0;1;13
111;1/9/2019;11:15:00;11:30:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;5;0;0;5
112;1/9/2019;11:15:00;11:30:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;54;0;1;55
113;1/9/2019;11:15:00;11:30:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;41;0;0;41
114;1/9/2019;11:15:00;11:30:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;19;0;0;19
115;1/9/2019;11:15:00;11:30:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;17;0;0;17
116;1/9/2019;11:30:00;11:45:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;22;0;0;22
117;1/9/2019;11:30:00;11:45:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;27;0;0;27
118;1/9/2019;11:30:00;11:45:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;10;0;2;12
119;1/9/2019;11:30:00;11:45:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;24;0;0;24
120;1/9/2019;11:30:00;11:45:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;2;0;0;2
121;1/9/2019;11:30:00;11:45:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;40;0;1;41
122;1/9/2019;11:45:00;12:00:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;13;0;3;16
123;1/9/2019;11:45:00;12:00:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;31;0;0;31
124;1/9/2019;11:45:00;12:00:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;44;0;5;49
125;1/9/2019;11:45:00;12:00:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;2;0;0;2
126;1/9/2019;11:45:00;12:00:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;20;0;1;21
127;1/9/2019;11:45:00;12:00:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;14;0;2;16
128;1/9/2019;12:00:00;12:15:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;18;0;2;20
129;1/9/2019;12:00:00;12:15:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;13;0;0;13
130;1/9/2019;12:00:00;12:15:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;30;0;0;30
131;1/9/2019;12:00:00;12:15:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;15;0;3;18
132;1/9/2019;12:00:00;12:15:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;42;0;0;42
133;1/9/2019;12:00:00;12:15:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;4;0;0;4
134;1/9/2019;12:00:00;12:15:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;15;0;0;15
135;1/9/2019;12:15:00;12:30:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;25;0;3;28
136;1/9/2019;12:15:00;12:30:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;7;0;1;8
137;1/9/2019;12:15:00;12:30:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;11;0;0;11
138;1/9/2019;12:15:00;12:30:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;3;0;0;3
139;1/9/2019;12:15:00;12:30:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;48;0;5;53
140;1/9/2019;12:15:00;12:30:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;17;0;0;17
141;1/9/2019;12:15:00;12:30:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;24;0;2;26
142;1/9/2019;12:30:00;12:45:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;8;0;1;9
143;1/9/2019;12:30:00;12:45:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;3;0;1;4
144;1/9/2019;12:30:00;12:45:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;11;0;0;11
145;1/9/2019;12:30:00;12:45:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;18;0;2;20
146;1/9/2019;12:30:00;12:45:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;22;0;1;23
147;1/9/2019;12:30:00;12:45:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;41;0;3;44
148;1/9/2019;12:30:00;12:45:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;21;0;2;23
149;1/9/2019;12:45:00;13:00:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;5;0;1;6
150;1/9/2019;12:45:00;13:00:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;27;0;1;28
151;1/9/2019;12:45:00;13:00:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;23;0;2;25
152;1/9/2019;12:45:00;13:00:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;14;0;0;14
153;1/9/2019;12:45:00;13:00:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;50;0;0;50
154;1/9/2019;12:45:00;13:00:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;3;0;1;4
155;1/9/2019;12:45:00;13:00:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;17;0;5;22
156;1/9/2019;13:00:00;13:15:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;12;0;1;13
157;1/9/2019;13:00:00;13:15:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;23;0;1;24
158;1/9/2019;13:00:00;13:15:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;7;0;0;7
159;1/9/2019;13:00:00;13:15:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;67;0;2;69
160;1/9/2019;13:00:00;13:15:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;23;0;2;25
161;1/9/2019;13:00:00;13:15:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;47;0;1;48
162;1/9/2019;13:15:00;13:30:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;9;0;0;9
163;1/9/2019;13:15:00;13:30:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;7;0;0;7
164;1/9/2019;13:15:00;13:30:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;15;0;0;15
165;1/9/2019;13:15:00;13:30:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;4;0;0;4
166;1/9/2019;13:15:00;13:30:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;61;0;5;66
167;1/9/2019;13:15:00;13:30:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;23;0;1;24
168;1/9/2019;13:15:00;13:30:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;32;0;2;34
169;1/9/2019;13:30:00;13:45:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;9;0;0;9
170;1/9/2019;13:30:00;13:45:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;21;0;3;24
171;1/9/2019;13:30:00;13:45:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;5;0;0;5
172;1/9/2019;13:30:00;13:45:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;14;0;0;14
173;1/9/2019;13:30:00;13:45:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;59;0;1;60
174;1/9/2019;13:30:00;13:45:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;20;0;1;21
175;1/9/2019;13:30:00;13:45:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;27;0;1;28
176;1/9/2019;13:45:00;14:00:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;17;0;0;17
177;1/9/2019;13:45:00;14:00:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;5;0;0;5
178;1/9/2019;13:45:00;14:00:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;40;0;2;42
179;1/9/2019;13:45:00;14:00:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;9;0;0;9
180;1/9/2019;13:45:00;14:00:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;26;0;0;26
181;1/9/2019;13:45:00;14:00:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;11;0;0;11
182;1/9/2019;13:45:00;14:00:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;29;0;3;32
183;1/9/2019;14:00:00;14:15:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;2;0;0;2
184;1/9/2019;14:00:00;14:15:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;55;0;1;56
185;1/9/2019;14:00:00;14:15:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;38;0;1;39
186;1/9/2019;14:00:00;14:15:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;22;0;0;22
187;1/9/2019;14:00:00;14:15:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;30;0;4;34
188;1/9/2019;14:00:00;14:15:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;13;0;1;14
189;1/9/2019;14:00:00;14:15:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;13;0;0;13
190;1/9/2019;14:15:00;14:30:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;1;0;0;1
191;1/9/2019;14:15:00;14:30:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;12;0;2;14
192;1/9/2019;14:15:00;14:30:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;27;0;2;29
193;1/9/2019;14:15:00;14:30:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;30;0;1;31
194;1/9/2019;14:15:00;14:30:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;13;0;1;14
195;1/9/2019;14:15:00;14:30:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;52;0;2;54
196;1/9/2019;14:15:00;14:30:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;11;0;2;13
197;1/9/2019;14:30:00;14:45:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;23;0;1;24
198;1/9/2019;14:30:00;14:45:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;35;0;0;35
199;1/9/2019;14:30:00;14:45:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;9;0;0;9
200;1/9/2019;14:30:00;14:45:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;4;0;0;4
201;1/9/2019;14:30:00;14:45:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;45;0;4;49
202;1/9/2019;14:30:00;14:45:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;3;0;0;3
203;1/9/2019;14:30:00;14:45:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;15;0;0;15
204;1/9/2019;14:45:00;15:00:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;7;0;0;7
205;1/9/2019;14:45:00;15:00:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;13;0;3;16
206;1/9/2019;14:45:00;15:00:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;3;0;0;3
207;1/9/2019;14:45:00;15:00:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;8;0;0;8
208;1/9/2019;14:45:00;15:00:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;56;0;3;59
209;1/9/2019;14:45:00;15:00:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;38;0;0;38
210;1/9/2019;14:45:00;15:00:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;27;1;2;30
211;1/9/2019;15:00:00;15:15:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;41;0;1;42
212;1/9/2019;15:00:00;15:15:00;D;LineaD_9Julio_N_Turn02;6;9 DE JULIO;4;0;0;4
213;1/9/2019;15:00:00;15:15:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;52;0;6;58
214;1/9/2019;15:00:00;15:15:00;D;LineaD_9Julio_S_Turn02;6;9 DE JULIO;19;0;2;21
215;1/9/2019;15:00:00;15:15:00;D;LineaD_9Julio_S_Turn03;6;9 DE JULIO;8;0;1;9
216;1/9/2019;15:00:00;15:15:00;D;LineaD_9Julio_N_Turn01;6;9 DE JULIO;18;0;1;19
217;1/9/2019;15:00:00;15:15:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;31;0;1;32
218;1/9/2019;15:15:00;15:30:00;D;LineaD_9Julio_SO_Turn02;6;9 DE JULIO;51;0;3;54
219;1/9/2019;15:15:00;15:30:00;D;LineaD_9Julio_SO_Turn01;6;9 DE JULIO;65;0;7;72
220;1/9/2019;15:15:00;15:30:00;D;LineaD_9Julio_S_Turn01;6;9 DE JULIO;33;0;2;35
